age,job,marital,balance,housing,loan,day,duration,campaign,pdays,previous,poutcome,y
36,blue-collar,single,0,no,no,19,238,1,-1,0,unknown,no
42,admin.,divorced,687,yes,yes,23,229,1,-1,0,unknown,no
35,management,married,854,no,yes,19,133,20,-1,0,unknown,no
43,management,married,3529,yes,no,4,190,3,-1,0,unknown,no
44,services,divorced,-574,yes,no,3,172,2,-1,0,unknown,no
33,admin.,married,258,yes,no,5,37,1,-1,0,unknown,no
45,blue-collar,married,1103,yes,no,24,828,2,-1,0,unknown,no
29,management,married,-559,yes,yes,21,485,1,-1,0,unknown,no
41,housemaid,married,15,no,yes,17,17,3,-1,0,unknown,no
57,admin.,divorced,0,no,no,9,121,2,-1,0,unknown,no
46,blue-collar,married,1497,yes,no,19,374,6,-1,0,unknown,no
45,services,married,144,no,no,18,95,8,-1,0,unknown,no
29,blue-collar,married,247,no,yes,7,199,1,-1,0,unknown,no
31,management,married,1755,yes,no,21,588,2,-1,0,unknown,no
36,blue-collar,divorced,-308,yes,no,12,725,1,-1,0,unknown,yes
57,admin.,divorced,-140,yes,no,28,264,2,-1,0,unknown,no
55,management,single,430,no,no,29,79,4,-1,0,unknown,no
55,management,married,23189,yes,no,14,77,1,-1,0,unknown,no
38,management,married,-469,yes,no,16,209,12,-1,0,unknown,no
33,services,single,245,yes,no,2,140,3,-1,0,unknown,no
55,services,divorced,141,yes,no,6,262,2,-1,0,unknown,no
30,management,single,460,yes,no,18,86,1,-1,0,unknown,no
32,blue-collar,married,428,yes,no,7,93,1,363,1,failure,no
28,management,single,678,no,yes,4,115,3,-1,0,unknown,no
30,services,married,5,no,yes,10,829,5,-1,0,unknown,yes
40,blue-collar,married,332,yes,no,12,339,2,369,3,failure,no
35,entrepreneur,divorced,80,no,no,20,67,5,-1,0,unknown,no
31,management,married,2652,no,no,25,9,9,-1,0,unknown,no
45,self-employed,married,-30,yes,yes,6,165,2,-1,0,unknown,no
32,management,single,-32,yes,no,23,139,1,-1,0,unknown,no
58,admin.,married,145,yes,no,29,616,13,-1,0,unknown,yes
50,services,divorced,0,yes,no,11,170,2,-1,0,unknown,no
34,entrepreneur,married,0,yes,no,11,547,1,-1,0,unknown,no
37,management,single,410,no,no,7,542,3,-1,0,unknown,no
33,management,single,3495,yes,yes,21,11,2,-1,0,unknown,no
29,unemployed,single,150,yes,no,5,165,1,-1,0,unknown,no
52,blue-collar,married,185,yes,no,2,124,3,-1,0,unknown,no
51,housemaid,married,2337,yes,no,27,133,2,41,5,success,no
40,services,married,2843,yes,no,20,223,1,305,1,success,no
32,management,single,10281,no,no,22,400,1,-1,0,unknown,yes
59,housemaid,married,352,no,no,21,132,10,-1,0,unknown,no
33,housemaid,single,118,no,no,29,159,1,-1,0,unknown,no
32,technician,single,315,yes,no,5,280,2,-1,0,unknown,no
33,management,single,952,yes,no,29,1241,5,-1,0,unknown,yes
32,admin.,single,89,yes,yes,8,308,3,-1,0,unknown,no
45,admin.,married,2552,no,no,12,149,7,-1,0,unknown,no
43,housemaid,married,743,no,yes,23,323,3,-1,0,unknown,no
53,retired,divorced,-24,no,no,11,303,1,-1,0,unknown,no
42,technician,married,246,yes,no,12,360,2,-1,0,unknown,no
34,services,single,1758,yes,no,6,14,8,-1,0,unknown,no
70,retired,married,4290,no,no,11,172,2,-1,0,unknown,no
37,services,married,658,yes,no,23,175,1,-1,0,unknown,no
29,admin.,single,1,no,no,9,372,1,-1,0,unknown,no
36,management,married,46,no,no,25,84,4,-1,0,unknown,no
31,services,married,356,yes,no,20,228,5,-1,0,unknown,no
34,management,married,580,yes,no,10,380,1,-1,0,unknown,no
29,admin.,married,453,yes,no,17,384,4,-1,0,unknown,no
26,admin.,single,125,no,no,6,63,1,63,7,failure,no
34,management,married,436,yes,no,17,28,1,345,1,failure,no
37,management,married,2401,no,no,6,203,7,-1,0,unknown,no
56,retired,divorced,-890,yes,no,10,467,1,-1,0,unknown,no
37,services,married,1616,yes,no,28,418,3,-1,0,unknown,no
58,blue-collar,married,25,no,no,9,486,3,-1,0,unknown,yes
32,self-employed,married,-1668,yes,yes,16,166,6,-1,0,unknown,no
40,admin.,married,2199,no,no,6,38,3,-1,0,unknown,no
36,management,married,80,yes,no,30,251,3,-1,0,unknown,no
35,technician,divorced,-995,yes,yes,25,734,4,-1,0,unknown,no
32,services,single,396,yes,no,13,257,4,-1,0,unknown,no
35,self-employed,married,2251,no,no,19,151,8,-1,0,unknown,no
42,technician,married,1066,no,no,26,125,1,104,3,success,no
53,management,single,1074,yes,no,15,523,2,-1,0,unknown,no
54,housemaid,married,0,no,no,6,189,2,-1,0,unknown,no
37,services,divorced,490,yes,no,2,73,1,-1,0,unknown,no
45,technician,divorced,1738,no,no,21,79,1,106,2,failure,no
30,management,single,572,no,no,17,339,3,183,2,success,yes
40,entrepreneur,married,3585,no,no,15,506,3,-1,0,unknown,yes
27,blue-collar,single,0,no,yes,9,240,2,-1,0,unknown,no
58,self-employed,divorced,1382,no,no,9,700,1,-1,0,unknown,yes
65,retired,married,308,no,no,1,400,1,-1,0,unknown,yes
38,self-employed,married,-17,yes,no,17,110,3,326,1,other,no
57,services,married,8266,yes,no,21,162,1,-1,0,unknown,no
27,technician,married,806,yes,no,16,768,21,-1,0,unknown,no
40,management,married,132,yes,yes,18,170,2,-1,0,unknown,no
71,retired,divorced,3104,no,no,12,271,1,187,1,failure,no
26,management,single,222,no,no,26,318,1,120,3,success,yes
33,blue-collar,married,327,yes,no,21,81,1,-1,0,unknown,no
42,blue-collar,married,88,yes,no,12,53,2,-1,0,unknown,no
31,blue-collar,married,-720,yes,yes,15,112,2,-1,0,unknown,no
45,admin.,divorced,397,yes,yes,22,582,1,95,2,success,yes
30,self-employed,single,1495,no,no,6,898,2,-1,0,unknown,no
29,blue-collar,single,234,yes,no,8,139,1,345,1,other,no
57,entrepreneur,married,5657,yes,no,12,146,1,-1,0,unknown,no
31,services,single,1626,no,no,31,15,1,-1,0,unknown,no
43,technician,married,674,yes,yes,19,412,1,-1,0,unknown,no
43,self-employed,single,798,yes,no,12,217,1,-1,0,unknown,no
25,technician,single,437,no,yes,7,121,1,-1,0,unknown,no
31,technician,married,3706,yes,no,20,129,1,-1,0,unknown,no
37,technician,single,3943,no,no,6,1138,2,138,1,failure,yes
37,admin.,married,103,yes,yes,27,81,3,-1,0,unknown,no
48,unemployed,married,0,no,no,21,213,2,-1,0,unknown,no
53,admin.,divorced,257,no,no,11,1310,2,-1,0,unknown,yes
45,housemaid,married,7353,no,no,13,536,2,-1,0,unknown,no
27,self-employed,single,1237,yes,yes,2,535,4,-1,0,unknown,no
37,technician,married,1707,yes,no,26,546,2,784,3,failure,yes
33,blue-collar,single,350,yes,no,24,137,5,-1,0,unknown,no
38,services,married,503,no,no,20,13,4,-1,0,unknown,no
33,management,married,403,yes,no,26,114,2,-1,0,unknown,no
29,admin.,married,503,no,yes,5,433,1,199,2,failure,no
54,unemployed,divorced,1664,no,no,15,106,1,105,3,success,yes
31,management,single,2137,no,no,6,132,1,-1,0,unknown,no
31,blue-collar,married,1716,yes,no,13,542,2,340,2,other,no
59,blue-collar,divorced,1,no,yes,8,214,1,-1,0,unknown,no
37,technician,married,-403,yes,no,30,31,6,-1,0,unknown,no
35,management,married,249,yes,no,6,127,2,-1,0,unknown,no
37,management,single,600,yes,no,17,116,2,196,1,failure,no
57,admin.,divorced,-435,yes,yes,6,89,5,273,2,failure,no
45,retired,married,900,yes,no,5,508,4,266,4,other,no
44,management,married,7818,no,no,27,412,1,-1,0,unknown,yes
29,admin.,married,488,no,yes,7,223,1,-1,0,unknown,no
52,unemployed,married,-110,no,yes,29,141,1,-1,0,unknown,no
57,admin.,married,128,no,no,29,143,8,-1,0,unknown,no
54,housemaid,married,127,no,no,19,176,4,-1,0,unknown,no
31,self-employed,single,762,no,no,11,312,3,-1,0,unknown,no
32,technician,married,712,no,no,26,112,1,-1,0,unknown,no
36,technician,married,186,yes,no,12,187,3,-1,0,unknown,no
45,blue-collar,married,-443,yes,yes,20,691,1,-1,0,unknown,yes
34,technician,married,0,no,no,21,589,2,-1,0,unknown,no
49,blue-collar,married,51,yes,no,7,984,1,-1,0,unknown,no
34,management,married,487,yes,no,8,442,2,-1,0,unknown,no
42,blue-collar,married,408,yes,no,5,107,2,-1,0,unknown,no
47,blue-collar,married,205,yes,no,8,128,2,-1,0,unknown,no
39,student,single,64,no,no,12,366,2,98,1,failure,no
50,admin.,married,3608,yes,no,13,176,2,197,2,success,yes
45,management,married,2953,yes,yes,5,388,1,-1,0,unknown,no
33,management,single,1439,yes,no,3,178,2,-1,0,unknown,no
54,housemaid,married,182,no,no,25,284,4,-1,0,unknown,no
50,blue-collar,married,362,yes,no,8,201,2,-1,0,unknown,no
33,admin.,married,56,no,no,5,74,2,-1,0,unknown,no
57,management,married,570,no,no,20,75,2,-1,0,unknown,no
45,management,married,724,yes,yes,7,117,1,-1,0,unknown,no
35,management,married,1510,yes,no,9,61,1,-1,0,unknown,no
56,retired,married,5879,no,no,20,237,3,-1,0,unknown,no
47,blue-collar,married,303,no,no,11,261,1,-1,0,unknown,no
33,unemployed,divorced,1005,yes,no,10,175,1,174,2,failure,no
37,services,married,47,yes,no,20,554,3,-1,0,unknown,no
48,management,divorced,249,no,no,6,293,6,-1,0,unknown,no
39,blue-collar,married,2952,yes,no,12,307,2,-1,0,unknown,no
45,blue-collar,single,143,no,no,5,201,1,-1,0,unknown,no
36,entrepreneur,married,215,yes,yes,18,309,1,-1,0,unknown,no
50,entrepreneur,married,2198,no,no,16,170,6,-1,0,unknown,no
52,services,married,1135,yes,yes,13,514,5,-1,0,unknown,no
45,unemployed,married,736,no,no,20,13,2,-1,0,unknown,no
50,admin.,married,0,no,no,4,86,4,-1,0,unknown,no
58,services,married,-37,no,yes,6,150,2,205,6,failure,no
42,blue-collar,married,103,no,no,11,95,2,-1,0,unknown,no
26,services,single,3,no,yes,21,140,4,-1,0,unknown,no
45,admin.,divorced,-121,yes,no,3,197,5,-1,0,unknown,no
38,blue-collar,married,757,yes,no,6,133,1,-1,0,unknown,no
30,blue-collar,single,4,no,no,15,692,1,-1,0,unknown,no
35,self-employed,single,271,yes,no,20,68,1,-1,0,unknown,no
54,blue-collar,married,836,yes,no,21,312,1,130,3,other,no
28,admin.,single,1773,yes,no,23,275,1,-1,0,unknown,no
47,blue-collar,married,2215,no,no,8,194,4,-1,0,unknown,no
39,unemployed,single,2208,no,no,22,23,2,-1,0,unknown,no
32,management,married,4307,yes,no,28,91,3,-1,0,unknown,no
44,blue-collar,married,-315,yes,no,23,90,3,-1,0,unknown,no
51,blue-collar,divorced,-380,yes,no,26,181,1,-1,0,unknown,no
38,technician,married,52,yes,no,14,82,4,-1,0,unknown,no
53,housemaid,married,1103,no,no,22,274,6,-1,0,unknown,no
30,student,single,685,no,no,10,230,2,-1,0,unknown,no
44,technician,divorced,14,no,no,13,234,1,-1,0,unknown,yes
39,student,single,1107,yes,no,20,407,4,-1,0,unknown,no
47,blue-collar,married,5041,no,no,20,184,1,-1,0,unknown,no
25,services,single,-352,no,no,15,246,1,-1,0,unknown,no
28,blue-collar,married,61,yes,no,4,226,2,319,1,success,yes
25,admin.,single,82,no,yes,7,104,2,-1,0,unknown,yes
53,management,married,75,no,no,20,216,2,-1,0,unknown,no
46,management,married,716,yes,yes,17,106,1,-1,0,unknown,no
30,management,married,24,yes,no,29,207,2,-1,0,unknown,no
52,technician,divorced,2816,no,no,20,492,3,-1,0,unknown,no
35,services,married,1453,yes,no,28,199,1,-1,0,unknown,no
35,blue-collar,single,470,yes,no,21,123,1,-1,0,unknown,no
48,blue-collar,married,890,no,no,13,157,6,-1,0,unknown,no
29,admin.,single,-133,no,no,18,108,1,-1,0,unknown,no
49,admin.,married,284,yes,no,6,131,3,-1,0,unknown,no
39,admin.,single,2345,yes,no,8,491,2,344,2,failure,yes
34,technician,married,139,yes,yes,6,52,13,-1,0,unknown,no
35,management,single,80,no,no,4,434,2,94,1,other,yes
39,services,single,2453,no,no,19,92,2,-1,0,unknown,no
39,management,divorced,547,yes,no,29,317,2,260,4,failure,no
32,technician,single,432,no,no,20,559,3,-1,0,unknown,no
38,technician,single,42,yes,no,7,195,2,-1,0,unknown,no
33,technician,married,0,yes,no,20,210,2,-1,0,unknown,no
35,self-employed,married,137,no,no,5,142,4,-1,0,unknown,no
67,housemaid,divorced,5275,no,no,13,222,4,-1,0,unknown,yes
31,housemaid,married,0,yes,no,10,270,1,-1,0,unknown,no
25,admin.,single,-7,no,yes,31,30,36,-1,0,unknown,no
32,services,single,80,yes,no,19,475,2,-1,0,unknown,no
37,management,single,815,yes,no,7,77,1,-1,0,unknown,no
33,management,single,2206,yes,no,18,247,1,-1,0,unknown,no
40,technician,married,483,yes,no,5,168,1,-1,0,unknown,no
34,admin.,married,393,yes,no,18,222,4,355,1,failure,no
34,services,married,1270,yes,no,21,494,3,-1,0,unknown,no
43,blue-collar,married,117,yes,no,14,73,1,370,1,failure,no
77,retired,married,680,no,no,27,341,4,94,3,failure,no
37,admin.,married,68,yes,yes,13,151,2,351,1,failure,no
45,technician,married,2020,yes,no,17,62,1,131,1,failure,no
40,technician,married,2627,yes,no,3,240,3,-1,0,unknown,no
57,management,married,80,no,yes,31,158,7,-1,0,unknown,no
43,blue-collar,married,98,yes,no,6,235,1,-1,0,unknown,no
59,retired,married,4450,no,no,28,106,3,-1,0,unknown,no
45,blue-collar,married,146,yes,yes,6,294,1,305,15,failure,no
21,blue-collar,single,-59,yes,yes,4,83,1,-1,0,unknown,no
37,technician,single,3,yes,no,8,90,5,-1,0,unknown,no
32,management,married,1402,no,no,1,52,1,557,2,failure,no
41,admin.,single,621,yes,no,19,111,1,-1,0,unknown,no
33,technician,single,119,no,yes,21,202,3,-1,0,unknown,no
42,technician,married,0,no,no,28,942,2,-1,0,unknown,no
34,technician,married,209,yes,yes,8,375,2,-1,0,unknown,no
52,management,married,2708,yes,no,20,231,1,-1,0,unknown,no
35,student,divorced,2755,yes,no,14,177,2,345,3,other,no
55,management,divorced,1526,yes,no,18,105,1,-1,0,unknown,no
59,admin.,divorced,1525,no,no,29,90,2,-1,0,unknown,no
33,blue-collar,single,16649,yes,no,5,173,1,-1,0,unknown,no
47,housemaid,divorced,80,no,no,19,196,2,-1,0,unknown,no
51,technician,married,117,no,no,18,442,2,-1,0,unknown,yes
54,admin.,divorced,7089,no,no,17,40,1,-1,0,unknown,no
52,blue-collar,married,594,no,no,29,178,2,-1,0,unknown,no
43,management,married,481,yes,no,18,164,1,110,2,other,no
45,blue-collar,married,0,no,yes,20,74,2,-1,0,unknown,no
48,blue-collar,divorced,2677,no,no,20,23,3,-1,0,unknown,no
29,technician,single,41,yes,yes,5,151,1,-1,0,unknown,no
59,retired,divorced,217,yes,no,26,574,3,-1,0,unknown,no
27,services,married,54,yes,no,18,97,1,370,1,failure,no
44,technician,married,10888,yes,no,5,163,1,-1,0,unknown,no
49,blue-collar,married,953,yes,no,14,278,2,-1,0,unknown,no
28,services,single,458,no,no,18,328,3,-1,0,unknown,no
26,student,single,502,yes,no,7,82,1,-1,0,unknown,no
41,technician,married,67,yes,no,19,814,1,-1,0,unknown,yes
36,services,divorced,127,no,no,18,172,3,-1,0,unknown,no
39,blue-collar,married,1014,no,no,30,261,4,-1,0,unknown,no
42,blue-collar,married,1520,yes,no,5,115,1,-1,0,unknown,no
53,housemaid,divorced,947,yes,no,5,163,1,-1,0,unknown,no
41,technician,married,1043,yes,yes,14,225,1,-1,0,unknown,no
31,blue-collar,married,0,no,yes,15,275,2,-1,0,unknown,no
53,services,married,658,no,no,28,18,25,-1,0,unknown,no
37,blue-collar,married,152,yes,no,17,252,2,-1,0,unknown,no
50,management,married,964,yes,no,6,323,1,-1,0,unknown,no
48,management,single,334,yes,no,28,600,2,92,12,success,yes
50,blue-collar,married,0,no,no,21,281,2,191,2,failure,no
47,self-employed,divorced,510,yes,no,11,299,3,-1,0,unknown,no
47,admin.,single,15,no,no,12,181,4,-1,0,unknown,no
28,management,single,171,no,no,5,324,1,87,1,success,yes
37,management,single,34,yes,no,29,285,1,-1,0,unknown,no
70,retired,married,853,no,no,15,120,1,-1,0,unknown,no
45,entrepreneur,married,4688,no,no,7,112,10,-1,0,unknown,no
32,services,married,1398,yes,yes,15,233,1,-1,0,unknown,no
35,technician,married,712,yes,yes,22,97,5,-1,0,unknown,no
59,blue-collar,married,914,no,no,11,139,8,-1,0,unknown,no
46,admin.,divorced,1342,yes,no,4,135,1,-1,0,unknown,no
58,management,married,2155,no,yes,11,248,2,182,7,success,yes
32,technician,married,240,yes,yes,14,86,3,-1,0,unknown,no
48,management,married,586,yes,yes,6,179,2,-1,0,unknown,no
31,management,married,678,yes,no,29,249,1,259,4,failure,no
61,blue-collar,married,681,yes,no,19,173,6,492,2,failure,no
29,admin.,divorced,201,yes,no,4,121,3,-1,0,unknown,no
48,technician,divorced,40,no,no,12,300,3,-1,0,unknown,no
32,services,single,5806,yes,no,20,1503,2,-1,0,unknown,yes
40,management,married,226,yes,no,12,262,2,-1,0,unknown,no
46,technician,married,0,no,no,20,173,2,-1,0,unknown,no
36,management,married,481,yes,no,13,215,1,175,3,failure,no
46,technician,divorced,117,no,no,29,94,2,-1,0,unknown,no
37,admin.,married,1026,yes,no,13,389,2,-1,0,unknown,no
41,technician,married,13,no,no,5,189,2,-1,0,unknown,no
45,management,married,199,no,no,19,95,5,-1,0,unknown,no
49,management,single,163,yes,no,6,496,3,-1,0,unknown,no
32,services,single,6857,no,no,6,85,1,185,1,failure,no
45,technician,married,3944,yes,no,18,141,1,-1,0,unknown,no
56,management,married,935,yes,no,17,140,1,-1,0,unknown,no
51,entrepreneur,married,0,no,no,30,510,3,-1,0,unknown,no
33,blue-collar,married,198,yes,no,7,121,2,-1,0,unknown,no
53,services,married,1713,yes,no,7,160,3,-1,0,unknown,no
60,retired,married,1369,no,yes,28,100,2,-1,0,unknown,no
29,admin.,single,4737,yes,no,3,226,1,-1,0,unknown,no
35,management,married,1631,yes,no,21,83,2,-1,0,unknown,no
30,blue-collar,married,450,no,no,6,526,2,-1,0,unknown,no
47,admin.,married,2,no,no,10,89,1,-1,0,unknown,no
43,unemployed,married,553,no,no,4,125,1,-1,0,unknown,no
24,blue-collar,married,-220,yes,no,2,90,1,-1,0,unknown,no
46,services,divorced,864,yes,no,17,225,3,150,7,failure,no
56,housemaid,divorced,864,no,no,17,46,6,-1,0,unknown,no
29,admin.,married,238,no,no,11,97,1,78,3,success,no
57,management,married,2101,no,no,18,101,5,-1,0,unknown,no
55,unknown,married,1785,no,no,11,339,3,-1,0,unknown,no
41,self-employed,single,0,no,no,7,408,1,-1,0,unknown,no
35,admin.,married,1476,no,no,18,209,12,-1,0,unknown,no
30,management,single,67,no,no,12,52,2,-1,0,unknown,no
32,unemployed,single,586,yes,no,9,12,5,-1,0,unknown,no
38,management,married,328,no,no,8,230,2,-1,0,unknown,no
27,management,single,154,no,yes,9,75,1,-1,0,unknown,no
32,management,single,611,yes,yes,9,353,1,-1,0,unknown,no
37,housemaid,married,0,no,yes,15,265,4,-1,0,unknown,no
52,technician,married,-1076,yes,no,31,58,2,-1,0,unknown,no
55,management,single,115,no,no,5,111,4,-1,0,unknown,no
32,technician,single,257,yes,no,2,183,5,-1,0,unknown,no
33,blue-collar,married,215,no,no,15,166,1,-1,0,unknown,no
53,admin.,divorced,2647,yes,no,9,494,1,-1,0,unknown,no
27,management,single,0,yes,no,5,239,1,-1,0,unknown,no
43,services,married,68,yes,yes,15,159,1,-1,0,unknown,no
32,blue-collar,single,-197,no,yes,8,99,1,-1,0,unknown,no
44,blue-collar,married,88,yes,no,2,275,1,-1,0,unknown,yes
52,management,married,659,no,no,23,517,4,-1,0,unknown,no
42,services,single,94,yes,no,13,45,4,-1,0,unknown,no
32,technician,married,557,yes,no,6,91,2,-1,0,unknown,no
52,unemployed,married,255,no,yes,10,374,3,-1,0,unknown,no
54,blue-collar,divorced,2062,yes,no,14,438,2,-1,0,unknown,no
69,retired,married,473,no,no,7,112,1,78,1,failure,no
32,blue-collar,divorced,3027,no,no,5,171,2,-1,0,unknown,no
32,management,married,4,no,no,22,195,4,-1,0,unknown,no
41,entrepreneur,married,406,no,no,6,272,1,-1,0,unknown,no
33,admin.,single,193,no,no,5,132,2,-1,0,unknown,no
52,unemployed,married,-307,no,no,5,272,1,-1,0,unknown,no
37,blue-collar,married,1293,no,no,6,652,1,-1,0,unknown,no
32,blue-collar,married,-275,yes,yes,27,321,1,-1,0,unknown,no
36,management,single,688,no,no,25,293,3,268,2,failure,no
51,management,single,3087,yes,no,29,86,4,-1,0,unknown,no
36,technician,divorced,3158,yes,no,3,144,2,-1,0,unknown,yes
45,blue-collar,married,431,yes,no,12,29,1,-1,0,unknown,no
26,admin.,single,766,no,no,15,457,2,-1,0,unknown,yes
38,management,married,1354,yes,no,29,50,2,-1,0,unknown,no
49,blue-collar,married,1387,yes,yes,9,161,2,-1,0,unknown,no
42,blue-collar,married,271,yes,no,8,84,4,-1,0,unknown,no
27,management,single,118,yes,no,9,132,3,-1,0,unknown,no
35,blue-collar,married,0,yes,no,8,265,1,290,2,failure,no
27,student,single,1566,no,no,30,164,5,-1,0,unknown,no
32,services,married,1464,yes,no,3,193,1,-1,0,unknown,no
34,admin.,single,846,yes,no,17,758,2,-1,0,unknown,no
78,retired,divorced,527,no,no,16,193,1,-1,0,unknown,yes
40,admin.,married,-54,yes,no,8,183,1,-1,0,unknown,no
48,blue-collar,married,14,no,yes,7,120,1,-1,0,unknown,no
41,services,single,92,no,no,21,372,1,-1,0,unknown,yes
37,services,married,0,yes,no,14,330,4,-1,0,unknown,no
25,management,single,808,no,no,27,268,2,-1,0,unknown,no
39,blue-collar,married,1751,no,no,9,178,2,-1,0,unknown,no
23,blue-collar,single,4211,yes,no,18,434,1,-1,0,unknown,no
42,admin.,divorced,490,yes,no,8,212,1,97,5,other,no
64,retired,married,588,no,no,16,574,1,179,3,success,yes
32,technician,single,260,yes,no,5,13,1,656,7,other,no
44,technician,single,678,no,no,3,111,1,124,2,other,no
41,blue-collar,married,3722,yes,no,19,590,2,-1,0,unknown,no
57,entrepreneur,married,666,no,no,4,138,1,-1,0,unknown,no
39,blue-collar,single,1170,no,no,6,383,1,-1,0,unknown,no
22,admin.,single,61,no,no,23,117,1,-1,0,unknown,no
44,technician,married,1196,yes,yes,28,61,1,-1,0,unknown,no
57,technician,married,323,yes,no,9,54,1,-1,0,unknown,no
28,self-employed,single,-395,yes,no,30,141,4,-1,0,unknown,no
36,management,divorced,81,no,yes,22,560,1,-1,0,unknown,yes
60,technician,married,294,no,no,3,206,4,-1,0,unknown,yes
32,admin.,single,1466,yes,no,12,264,2,-1,0,unknown,no
29,technician,single,22008,yes,no,28,139,2,-1,0,unknown,no
45,admin.,married,985,yes,no,13,390,1,-1,0,unknown,no
34,management,single,1640,yes,no,26,160,3,-1,0,unknown,no
29,admin.,single,305,yes,no,6,138,2,-1,0,unknown,no
50,self-employed,married,1503,no,no,27,128,12,-1,0,unknown,no
31,self-employed,single,144,yes,no,16,676,1,-1,0,unknown,yes
44,management,married,-692,no,yes,21,52,2,-1,0,unknown,no
56,management,divorced,2037,no,no,5,318,1,91,6,failure,yes
37,blue-collar,married,213,no,yes,5,323,1,-1,0,unknown,no
51,blue-collar,married,8486,yes,yes,21,80,10,-1,0,unknown,no
29,blue-collar,single,783,yes,no,13,166,1,-1,0,unknown,no
45,services,single,1377,yes,no,28,171,5,-1,0,unknown,no
36,admin.,divorced,289,yes,yes,21,73,4,-1,0,unknown,no
27,services,married,-90,no,yes,8,175,1,-1,0,unknown,no
45,technician,divorced,-25,no,yes,3,158,3,-1,0,unknown,no
40,self-employed,divorced,1876,no,yes,20,269,1,-1,0,unknown,no
44,blue-collar,married,1147,yes,no,12,23,1,-1,0,unknown,no
49,blue-collar,married,3728,yes,no,11,1060,2,-1,0,unknown,yes
32,services,married,-31,no,yes,30,96,6,-1,0,unknown,no
60,retired,married,208,no,no,20,70,4,-1,0,unknown,no
30,blue-collar,single,573,yes,no,12,116,2,-1,0,unknown,no
42,management,married,9916,yes,no,21,306,1,-1,0,unknown,no
30,technician,single,-156,no,yes,10,119,2,-1,0,unknown,no
31,entrepreneur,single,159,yes,no,23,533,1,-1,0,unknown,no
39,housemaid,married,315,no,no,28,53,4,-1,0,unknown,no
33,technician,divorced,6,no,no,22,239,2,-1,0,unknown,no
48,technician,married,1981,yes,no,16,404,3,92,5,failure,no
37,services,single,244,no,no,5,70,1,-1,0,unknown,no
51,blue-collar,married,-272,no,yes,28,121,5,-1,0,unknown,no
48,management,married,438,no,no,4,42,5,-1,0,unknown,no
39,management,married,2985,no,no,14,91,2,-1,0,unknown,no
57,blue-collar,married,4722,yes,no,18,121,2,-1,0,unknown,no
43,technician,divorced,-278,no,no,28,103,8,-1,0,unknown,no
41,management,married,1897,yes,no,19,335,3,-1,0,unknown,no
32,management,single,154,no,yes,21,301,3,-1,0,unknown,no
53,entrepreneur,married,77,no,no,20,13,3,-1,0,unknown,no
47,entrepreneur,married,1481,yes,no,6,64,2,364,3,failure,no
49,admin.,married,1058,no,no,17,291,3,-1,0,unknown,no
45,blue-collar,married,607,yes,no,26,398,7,-1,0,unknown,no
33,technician,married,133,no,no,4,218,1,-1,0,unknown,yes
60,blue-collar,divorced,1310,no,no,7,152,2,-1,0,unknown,no
42,technician,single,24,no,no,8,262,1,-1,0,unknown,no
27,student,single,0,no,yes,29,125,1,-1,0,unknown,no
60,technician,divorced,11615,yes,no,3,70,10,-1,0,unknown,no
33,admin.,married,2711,no,no,20,184,1,104,1,failure,no
31,technician,married,4089,no,no,12,433,3,-1,0,unknown,no
33,entrepreneur,married,73,yes,no,11,156,1,263,2,failure,no
25,technician,single,777,yes,no,14,351,1,-1,0,unknown,no
60,retired,divorced,685,no,yes,21,89,1,-1,0,unknown,no
37,technician,single,7245,no,no,20,143,6,-1,0,unknown,no
34,blue-collar,single,341,yes,no,8,195,1,-1,0,unknown,no
53,technician,married,8417,yes,no,14,435,1,-1,0,unknown,no
54,self-employed,married,1463,no,no,20,60,1,-1,0,unknown,no
59,blue-collar,married,-162,yes,yes,20,122,1,-1,0,unknown,no
32,admin.,married,752,yes,no,6,519,2,166,5,failure,yes
40,blue-collar,married,409,yes,no,15,191,1,-1,0,unknown,no
44,technician,married,0,yes,yes,13,127,2,-1,0,unknown,no
36,entrepreneur,single,5,no,no,12,396,1,172,3,failure,no
83,retired,married,425,no,no,2,912,1,-1,0,unknown,no
32,technician,married,687,no,no,20,161,4,-1,0,unknown,no
39,management,married,3913,no,no,18,150,4,-1,0,unknown,no
80,retired,married,1021,no,no,26,37,1,-1,0,unknown,no
54,management,single,1464,yes,yes,26,425,4,-1,0,unknown,no
38,services,single,2253,yes,no,13,937,3,-1,0,unknown,yes
32,blue-collar,single,6982,yes,no,20,224,2,183,1,failure,no
48,blue-collar,married,709,yes,no,13,117,2,278,3,other,no
46,technician,single,0,no,no,19,42,1,-1,0,unknown,no
48,technician,divorced,375,no,no,20,212,2,-1,0,unknown,no
33,unemployed,single,2066,no,yes,9,305,1,749,2,failure,yes
48,self-employed,married,929,no,no,29,223,1,-1,0,unknown,no
51,blue-collar,married,0,no,no,21,234,4,-1,0,unknown,no
46,entrepreneur,divorced,-563,no,yes,15,769,4,-1,0,unknown,yes
57,management,married,3381,yes,no,15,75,1,-1,0,unknown,no
32,entrepreneur,married,11591,yes,no,18,43,1,-1,0,unknown,no
45,self-employed,married,35589,no,no,18,570,2,-1,0,unknown,no
32,self-employed,married,102,yes,no,18,560,1,-1,0,unknown,yes
36,blue-collar,married,0,yes,no,8,254,2,361,8,other,no
