age,job,marital,balance,housing,loan,day,duration,campaign,pdays,previous,poutcome,y
45,blue-collar,single,1006,no,no,20,124,1,-1,0,unknown,0
53,management,married,952,yes,yes,18,121,3,-1,0,unknown,0
36,management,married,2660,no,no,6,252,2,-1,0,unknown,0
40,blue-collar,married,1100,yes,no,29,660,2,-1,0,unknown,0
42,technician,divorced,343,no,no,25,87,4,-1,0,unknown,0
35,management,single,7506,yes,no,30,248,1,-1,0,unknown,1
45,blue-collar,married,120,yes,yes,15,53,3,-1,0,unknown,0
50,blue-collar,married,676,no,no,11,159,1,-1,0,unknown,0
44,blue-collar,married,406,yes,no,4,222,1,-1,0,unknown,0
47,management,divorced,140,no,yes,20,148,2,-1,0,unknown,0
44,blue-collar,married,314,yes,no,30,742,2,-1,0,unknown,0
55,technician,single,11,no,no,20,14,2,-1,0,unknown,0
33,technician,single,6127,no,no,8,127,3,-1,0,unknown,0
34,services,married,2918,no,yes,4,246,1,196,2,success,1
43,admin.,married,2,yes,yes,22,254,1,-1,0,unknown,0
35,admin.,married,3187,yes,no,20,71,1,-1,0,unknown,0
34,management,married,3031,no,no,14,94,6,-1,0,unknown,0
36,technician,married,1319,yes,no,12,264,1,-1,0,unknown,0
34,entrepreneur,married,4028,no,no,19,98,1,-1,0,unknown,0
41,blue-collar,married,1821,no,yes,14,137,3,-1,0,unknown,0
39,technician,married,504,yes,no,12,495,1,-1,0,unknown,0
36,blue-collar,married,342,yes,no,18,305,1,-1,0,unknown,0
45,technician,married,6993,yes,no,20,283,1,-1,0,unknown,1
31,technician,single,4888,yes,no,5,475,4,166,2,failure,0
39,services,married,173,yes,no,18,96,2,182,2,failure,0
31,services,single,887,no,no,30,427,1,-1,0,unknown,0
56,management,married,1631,yes,no,15,376,3,-1,0,unknown,0
23,blue-collar,single,8627,yes,no,3,281,1,-1,0,unknown,0
37,management,married,57,no,no,30,96,2,84,1,success,0
31,services,single,0,yes,no,17,815,2,-1,0,unknown,0
25,services,married,72,yes,no,23,305,2,-1,0,unknown,0
31,management,married,6290,no,no,20,303,2,-1,0,unknown,0
29,housemaid,single,453,no,no,13,126,2,-1,0,unknown,0
48,management,married,7861,no,no,20,380,1,-1,0,unknown,0
38,entrepreneur,married,83,yes,no,19,108,1,-1,0,unknown,0
37,admin.,married,0,no,yes,19,176,2,-1,0,unknown,0
40,management,divorced,-319,yes,no,23,59,3,-1,0,unknown,0
56,blue-collar,married,121,no,no,5,151,1,-1,0,unknown,0
27,student,single,1444,no,no,2,248,2,-1,0,unknown,0
52,management,married,1295,yes,no,18,121,1,123,1,other,0
49,admin.,single,228,yes,no,3,252,2,93,2,success,1
34,admin.,married,247,no,no,8,401,2,-1,0,unknown,1
26,services,single,0,no,no,25,129,3,-1,0,unknown,0
30,technician,single,513,yes,no,20,241,1,-1,0,unknown,0
46,blue-collar,married,4044,no,no,7,326,3,-1,0,unknown,0
42,management,married,202,no,no,6,136,1,-1,0,unknown,0
58,unemployed,single,2094,no,no,1,161,2,-1,0,unknown,0
48,technician,married,32,yes,yes,17,110,2,-1,0,unknown,0
48,services,divorced,-361,yes,no,12,1062,3,349,3,other,1
46,management,married,-27,yes,no,6,289,1,-1,0,unknown,0
61,retired,married,1515,yes,no,15,253,2,-1,0,unknown,0
36,services,single,774,yes,no,20,140,1,-1,0,unknown,0
60,technician,divorced,1900,yes,no,29,77,3,-1,0,unknown,0
46,blue-collar,married,174,yes,yes,8,108,3,-1,0,unknown,0
55,entrepreneur,married,204,no,no,14,455,13,-1,0,unknown,0
42,blue-collar,married,1993,yes,no,20,97,2,-1,0,unknown,0
30,management,single,528,yes,no,8,145,4,-1,0,unknown,0
37,technician,single,103,yes,no,30,124,3,-1,0,unknown,0
33,technician,married,3071,yes,yes,20,46,2,122,1,failure,0
43,housemaid,married,743,no,yes,23,323,3,-1,0,unknown,0
51,entrepreneur,married,934,yes,yes,14,164,3,-1,0,unknown,0
47,blue-collar,married,1303,no,no,13,68,3,-1,0,unknown,0
34,technician,single,0,yes,no,17,158,2,-1,0,unknown,0
33,admin.,married,2,yes,yes,28,85,12,-1,0,unknown,0
41,self-employed,married,231,no,no,7,352,2,-1,0,unknown,1
47,admin.,single,3696,no,no,12,758,4,-1,0,unknown,1
41,entrepreneur,married,0,yes,no,3,168,3,-1,0,unknown,0
38,management,married,7255,yes,no,20,410,2,-1,0,unknown,0
44,management,single,4,no,no,29,163,3,-1,0,unknown,0
28,management,single,171,no,no,5,324,1,87,1,success,1
48,entrepreneur,married,386,no,yes,27,185,5,-1,0,unknown,0
30,student,single,25,no,no,30,44,1,-1,0,unknown,0
57,retired,married,-133,no,no,19,197,2,-1,0,unknown,0
39,blue-collar,married,1403,no,no,11,214,8,326,2,failure,0
18,student,single,608,no,no,13,210,1,93,1,success,1
32,management,single,156,yes,no,3,81,6,-1,0,unknown,0
39,entrepreneur,divorced,990,yes,no,23,55,1,-1,0,unknown,0
52,admin.,single,1964,no,yes,28,332,1,-1,0,unknown,0
40,services,single,5129,yes,yes,21,222,6,-1,0,unknown,0
31,technician,single,90,no,yes,4,35,1,-1,0,unknown,0
40,technician,married,5152,yes,yes,18,121,2,-1,0,unknown,0
36,technician,married,186,yes,no,12,187,3,-1,0,unknown,0
40,admin.,married,451,yes,yes,29,257,1,-1,0,unknown,0
32,unemployed,single,336,yes,no,8,139,1,-1,0,unknown,0
34,admin.,single,303,no,no,21,94,3,200,6,success,0
51,management,married,19313,no,no,21,36,1,-1,0,unknown,0
36,housemaid,married,122,no,no,6,78,1,-1,0,unknown,0
25,blue-collar,single,612,yes,no,21,172,4,-1,0,unknown,0
33,technician,married,326,yes,no,17,238,1,-1,0,unknown,0
34,self-employed,single,36,no,no,28,55,1,-1,0,unknown,0
35,admin.,married,4463,no,no,18,90,1,-1,0,unknown,0
32,unemployed,married,365,yes,no,30,210,3,-1,0,unknown,0
35,blue-collar,married,21,yes,no,8,663,2,-1,0,unknown,0
35,management,married,648,no,no,30,674,2,-1,0,unknown,0
28,blue-collar,single,913,yes,no,27,580,2,-1,0,unknown,0
34,technician,single,370,no,no,11,116,2,-1,0,unknown,0
47,blue-collar,married,170,yes,no,12,175,1,-1,0,unknown,0
32,management,married,2,yes,no,14,79,3,-1,0,unknown,0
31,technician,married,1197,yes,no,24,351,3,-1,0,unknown,0
50,entrepreneur,divorced,223,no,no,7,264,5,-1,0,unknown,0
26,technician,single,-67,yes,no,15,637,1,-1,0,unknown,1
37,services,married,-1006,yes,yes,20,226,2,-1,0,unknown,0
42,services,divorced,266,yes,yes,19,97,1,-1,0,unknown,0
54,blue-collar,married,244,yes,no,29,337,2,-1,0,unknown,0
36,technician,married,24,yes,no,18,59,1,-1,0,unknown,0
60,blue-collar,married,40,no,no,5,126,2,-1,0,unknown,0
43,management,married,6,no,no,8,324,2,-1,0,unknown,0
35,management,married,2123,yes,no,21,249,3,-1,0,unknown,0
72,retired,married,3232,no,no,12,771,2,-1,0,unknown,0
30,admin.,single,1,no,no,9,307,1,-1,0,unknown,0
28,admin.,married,147,yes,yes,26,82,1,-1,0,unknown,0
37,blue-collar,married,106,yes,no,25,511,1,392,13,failure,1
40,self-employed,married,92,yes,no,13,92,1,-1,0,unknown,0
23,technician,married,8254,yes,no,29,409,3,-1,0,unknown,0
35,admin.,married,4698,yes,no,16,359,1,-1,0,unknown,0
26,blue-collar,single,123,no,yes,7,209,1,-1,0,unknown,0
33,student,single,1170,no,no,30,352,1,-1,0,unknown,1
37,management,single,-25,no,no,17,136,2,-1,0,unknown,0
43,technician,married,764,yes,no,18,164,5,127,5,failure,0
29,unemployed,married,380,no,yes,12,154,2,-1,0,unknown,0
29,admin.,single,291,no,no,9,12,9,-1,0,unknown,0
76,retired,married,2223,no,no,4,429,1,-1,0,unknown,1
52,management,married,3737,yes,no,19,574,4,-1,0,unknown,0
33,blue-collar,married,-349,yes,no,6,191,1,-1,0,unknown,0
32,management,married,0,no,no,28,15,13,-1,0,unknown,0
62,entrepreneur,married,3904,no,no,29,403,2,-1,0,unknown,1
32,admin.,divorced,2017,no,yes,17,686,1,-1,0,unknown,0
36,blue-collar,married,722,yes,no,13,816,3,-1,0,unknown,0
56,management,single,237,yes,no,17,117,3,131,4,failure,0
29,self-employed,single,16,yes,no,6,43,1,-1,0,unknown,0
29,admin.,married,1489,yes,no,20,399,1,-1,0,unknown,0
26,blue-collar,single,7475,yes,no,7,204,1,-1,0,unknown,0
22,services,single,279,yes,no,13,270,1,-1,0,unknown,0
37,technician,married,512,no,no,9,61,4,-1,0,unknown,0
33,technician,single,220,yes,no,8,197,1,-1,0,unknown,0
27,admin.,single,671,yes,no,29,243,1,-1,0,unknown,0
34,blue-collar,married,351,no,yes,14,326,11,-1,0,unknown,0
30,services,single,245,no,yes,8,187,2,-1,0,unknown,0
44,services,married,-63,no,no,6,392,2,-1,0,unknown,0
35,technician,divorced,44,yes,yes,7,366,1,167,2,failure,0
40,blue-collar,married,384,no,yes,30,142,3,-1,0,unknown,0
46,unemployed,divorced,0,no,no,30,638,3,-1,0,unknown,0
47,technician,married,275,no,no,20,447,4,-1,0,unknown,0
36,management,divorced,2361,no,no,6,101,1,-1,0,unknown,0
56,services,single,-40,yes,no,15,311,1,368,2,failure,1
52,technician,married,0,no,no,6,195,1,-1,0,unknown,0
43,blue-collar,married,2160,no,no,8,261,1,98,1,success,1
58,self-employed,married,1013,yes,no,11,206,1,461,1,failure,1
68,retired,divorced,695,no,no,9,233,1,-1,0,unknown,1
57,technician,married,124,yes,no,11,296,1,287,12,failure,0
37,blue-collar,married,903,yes,no,20,124,1,-1,0,unknown,0
49,technician,married,12531,no,no,13,77,8,-1,0,unknown,0
42,management,divorced,401,yes,no,24,217,9,-1,0,unknown,0
38,technician,single,4723,yes,no,13,187,2,-1,0,unknown,0
47,technician,married,970,yes,no,28,742,3,-1,0,unknown,0
54,retired,married,785,yes,no,9,86,2,-1,0,unknown,0
60,blue-collar,married,1670,no,no,4,115,1,-1,0,unknown,0
42,services,divorced,108,no,no,25,360,13,-1,0,unknown,0
24,admin.,single,166,no,no,10,256,2,-1,0,unknown,1
33,admin.,single,21854,yes,no,20,215,2,-1,0,unknown,0
50,admin.,divorced,432,yes,no,17,329,1,-1,0,unknown,0
31,technician,married,222,yes,no,29,251,4,-1,0,unknown,0
38,entrepreneur,married,898,yes,no,20,80,5,198,2,failure,0
58,retired,married,1,no,no,26,112,4,-1,0,unknown,0
32,services,married,364,yes,no,20,466,1,-1,0,unknown,0
27,technician,married,-147,yes,yes,21,239,4,-1,0,unknown,0
56,retired,married,0,no,no,26,413,2,-1,0,unknown,0
34,management,married,4859,no,no,30,113,1,37,1,other,0
48,blue-collar,married,841,yes,no,19,215,1,-1,0,unknown,0
29,services,single,0,yes,no,11,314,2,-1,0,unknown,0
31,management,married,4015,yes,no,2,95,2,241,3,other,0
47,blue-collar,married,1452,yes,yes,4,166,2,-1,0,unknown,0
45,management,married,2316,yes,no,26,97,3,-1,0,unknown,0
26,blue-collar,single,4146,no,no,17,628,1,-1,0,unknown,0
24,student,single,834,no,no,9,679,1,-1,0,unknown,1
47,blue-collar,divorced,1480,yes,no,15,144,1,365,1,failure,0
61,blue-collar,married,7879,no,no,28,186,9,-1,0,unknown,0
52,admin.,divorced,-342,no,no,19,153,1,-1,0,unknown,0
46,management,married,4693,no,yes,7,79,1,394,2,failure,1
42,technician,single,2193,no,no,29,305,2,-1,0,unknown,0
28,technician,single,525,no,no,3,176,2,-1,0,unknown,0
32,technician,married,133,yes,no,17,421,1,-1,0,unknown,0
70,retired,married,2064,no,no,22,334,1,-1,0,unknown,0
34,technician,married,863,no,no,21,360,2,-1,0,unknown,0
46,admin.,divorced,660,yes,no,29,1026,1,259,2,failure,0
45,technician,single,1044,yes,no,3,239,8,-1,0,unknown,0
52,management,single,0,no,no,8,98,1,-1,0,unknown,0
29,admin.,married,453,yes,no,17,384,4,-1,0,unknown,0
28,self-employed,single,805,no,no,16,331,1,-1,0,unknown,1
38,management,single,-974,yes,no,30,120,3,-1,0,unknown,0
31,management,single,86,no,no,12,150,4,-1,0,unknown,0
35,services,married,-197,yes,no,26,103,1,-1,0,unknown,0
32,management,single,574,yes,no,20,171,1,127,2,failure,0
29,housemaid,married,7,no,yes,8,240,1,-1,0,unknown,0
46,blue-collar,married,209,no,no,11,72,2,-1,0,unknown,0
50,blue-collar,married,216,yes,no,17,195,3,-1,0,unknown,0
44,blue-collar,single,492,no,yes,12,209,2,351,3,other,0
50,management,married,5124,yes,no,18,111,2,-1,0,unknown,0
36,unknown,married,1370,no,no,18,221,5,-1,0,unknown,0
49,management,divorced,9326,yes,no,3,166,1,-1,0,unknown,0
39,management,married,2939,no,no,29,385,1,165,2,success,0
51,blue-collar,married,1126,yes,no,17,326,3,-1,0,unknown,0
37,technician,married,1707,yes,no,26,546,2,784,3,failure,1
48,admin.,married,2707,no,no,17,212,2,-1,0,unknown,0
26,technician,single,0,no,no,8,362,2,-1,0,unknown,0
33,services,married,0,yes,yes,7,172,2,-1,0,unknown,0
56,blue-collar,divorced,9698,yes,no,20,189,2,-1,0,unknown,0
37,admin.,divorced,0,yes,yes,5,358,1,-1,0,unknown,0
30,admin.,single,315,yes,no,14,884,3,346,4,failure,1
29,services,single,1357,no,yes,1,200,1,-1,0,unknown,0
30,technician,married,743,no,no,29,142,2,-1,0,unknown,0
27,admin.,single,105,yes,no,18,179,1,-1,0,unknown,0
46,blue-collar,married,804,yes,no,12,1063,2,361,1,success,1
53,blue-collar,married,-214,yes,no,20,49,4,-1,0,unknown,0
47,blue-collar,married,303,no,no,11,261,1,-1,0,unknown,0
30,technician,single,2567,no,no,18,813,4,-1,0,unknown,1
37,management,single,695,no,no,28,233,1,-1,0,unknown,0
42,management,married,2187,yes,no,17,525,3,-1,0,unknown,1
25,blue-collar,single,116,yes,no,9,253,4,-1,0,unknown,0
27,technician,single,1742,yes,no,16,787,1,-1,0,unknown,1
35,student,single,188,yes,no,5,863,1,78,8,success,1
43,blue-collar,married,664,yes,no,12,354,1,-1,0,unknown,0
38,technician,single,1932,yes,no,11,159,1,-1,0,unknown,0
33,technician,single,313,yes,no,21,291,2,-1,0,unknown,0
36,blue-collar,single,90,yes,no,18,50,2,360,1,failure,0
45,technician,married,1686,no,no,28,355,1,-1,0,unknown,0
36,blue-collar,single,3111,yes,no,20,445,2,-1,0,unknown,0
61,retired,divorced,4243,no,no,30,315,1,182,2,success,1
38,services,married,5003,no,no,6,275,9,-1,0,unknown,0
65,management,married,2352,no,no,8,354,3,188,13,success,0
44,services,married,2386,yes,no,7,228,2,-1,0,unknown,0
44,technician,married,0,yes,no,5,225,2,-1,0,unknown,0
30,technician,married,0,yes,no,16,510,3,-1,0,unknown,0
51,technician,married,0,no,no,7,662,2,66,2,success,1
29,unemployed,married,-25,yes,no,17,143,1,-1,0,unknown,0
28,management,single,730,yes,no,3,631,1,-1,0,unknown,1
54,admin.,married,546,yes,no,9,40,1,-1,0,unknown,0
59,blue-collar,married,2192,no,no,12,365,2,-1,0,unknown,0
60,retired,divorced,61,yes,no,23,197,2,-1,0,unknown,0
30,blue-collar,single,144,yes,no,5,259,1,260,3,failure,0
23,student,single,4126,no,no,25,96,2,-1,0,unknown,1
49,services,divorced,505,yes,no,6,162,1,-1,0,unknown,0
39,housemaid,married,1146,yes,no,10,364,1,-1,0,unknown,0
42,management,married,365,yes,no,19,49,2,-1,0,unknown,0
31,blue-collar,married,42,yes,no,14,185,3,-1,0,unknown,0
28,student,single,217,yes,no,15,238,2,372,1,failure,0
41,unemployed,married,183,yes,no,29,271,1,-1,0,unknown,0
34,unemployed,married,1375,no,no,21,148,1,-1,0,unknown,0
39,technician,single,122,yes,no,2,158,1,-1,0,unknown,0
36,unknown,married,0,no,no,21,238,2,-1,0,unknown,0
52,services,married,989,yes,no,14,260,2,-1,0,unknown,0
37,management,divorced,168,yes,no,5,227,1,-1,0,unknown,0
48,management,divorced,1010,yes,no,20,65,1,-1,0,unknown,0
29,blue-collar,married,210,no,yes,22,518,1,-1,0,unknown,0
45,management,married,724,yes,yes,7,117,1,-1,0,unknown,0
38,unemployed,single,0,no,no,6,39,2,-1,0,unknown,0
37,services,married,0,yes,no,14,330,4,-1,0,unknown,0
47,admin.,married,292,yes,no,19,82,3,-1,0,unknown,0
39,self-employed,married,2077,yes,no,31,88,21,-1,0,unknown,0
25,services,single,32,yes,no,16,124,1,-1,0,unknown,0
29,blue-collar,married,1238,yes,no,20,478,1,341,1,failure,0
56,management,married,2811,no,no,21,150,2,-1,0,unknown,0
39,blue-collar,single,267,no,no,18,322,1,-1,0,unknown,0
35,management,married,0,yes,yes,21,70,1,-1,0,unknown,0
53,blue-collar,married,1090,yes,no,9,207,1,-1,0,unknown,0
28,blue-collar,single,3412,yes,no,15,22,4,-1,0,unknown,0
49,admin.,divorced,190,yes,no,13,421,1,-1,0,unknown,0
42,entrepreneur,married,46,no,no,2,1013,1,-1,0,unknown,0
64,retired,married,2059,no,yes,9,326,1,95,1,other,0
83,retired,married,6236,no,no,2,283,2,-1,0,unknown,0
46,management,married,1008,no,no,29,24,13,-1,0,unknown,0
46,management,married,1038,yes,yes,15,200,3,-1,0,unknown,0
38,management,married,126,yes,no,21,164,2,-1,0,unknown,0
46,admin.,divorced,-454,yes,no,26,120,1,-1,0,unknown,0
29,blue-collar,single,1472,no,no,18,246,2,-1,0,unknown,0
48,admin.,divorced,4,yes,no,20,7,5,318,10,other,0
32,unemployed,single,586,yes,no,9,12,5,-1,0,unknown,0
29,services,divorced,31,yes,no,5,194,1,-1,0,unknown,0
39,services,married,453,yes,yes,20,184,1,-1,0,unknown,0
35,management,married,8,yes,no,23,55,4,-1,0,unknown,0
47,blue-collar,married,0,yes,no,29,135,2,-1,0,unknown,0
64,retired,married,1644,no,no,5,341,4,179,4,success,1
38,management,married,124,no,no,20,202,2,-1,0,unknown,0
39,technician,married,1820,no,no,25,103,1,-1,0,unknown,0
46,unknown,married,8564,no,no,2,397,2,342,1,failure,0
33,unemployed,single,1173,no,no,30,844,3,-1,0,unknown,0
39,unemployed,married,1147,yes,yes,6,232,2,363,5,failure,0
51,blue-collar,divorced,203,yes,no,8,134,1,170,5,failure,0
36,self-employed,single,583,no,no,30,859,1,235,1,other,0
61,retired,married,-492,no,yes,4,333,1,-1,0,unknown,0
45,management,married,2953,yes,yes,5,388,1,-1,0,unknown,0
63,housemaid,married,91,no,no,26,128,3,-1,0,unknown,1
32,blue-collar,married,824,yes,no,3,272,1,-1,0,unknown,0
48,admin.,married,1800,yes,no,18,103,1,-1,0,unknown,0
40,services,married,251,yes,no,30,153,6,-1,0,unknown,0
56,technician,married,23,no,no,20,857,3,-1,0,unknown,1
40,unemployed,married,-78,no,no,3,2053,4,-1,0,unknown,0
38,management,married,193,no,no,18,191,1,-1,0,unknown,0
39,blue-collar,married,49,yes,no,14,566,1,370,2,failure,0
37,self-employed,married,744,yes,yes,21,161,3,-1,0,unknown,0
50,technician,married,1717,no,no,7,416,8,-1,0,unknown,0
35,blue-collar,divorced,0,no,no,15,129,2,-1,0,unknown,0
59,management,married,4412,no,no,2,162,2,-1,0,unknown,1
47,management,married,1884,yes,yes,19,74,2,-1,0,unknown,0
28,self-employed,single,0,yes,no,26,1560,2,-1,0,unknown,1
36,management,divorced,5195,yes,no,2,55,25,-1,0,unknown,0
41,self-employed,married,57,no,no,19,61,5,-1,0,unknown,0
32,admin.,single,314,no,yes,23,91,4,156,1,other,0
36,management,single,20,yes,no,20,766,2,150,3,other,0
47,management,married,1493,no,no,31,89,5,-1,0,unknown,0
36,services,married,1024,yes,no,18,111,2,-1,0,unknown,0
57,management,married,113,no,no,3,191,2,-1,0,unknown,0
46,entrepreneur,married,193,yes,no,7,201,8,-1,0,unknown,0
41,blue-collar,married,-664,yes,yes,13,185,4,-1,0,unknown,0
41,management,married,-195,no,yes,20,112,1,-1,0,unknown,0
35,entrepreneur,married,25,no,yes,7,236,1,-1,0,unknown,0
38,blue-collar,divorced,2998,yes,no,11,91,1,-1,0,unknown,0
52,blue-collar,married,594,no,no,29,178,2,-1,0,unknown,0
36,services,single,80,no,yes,17,258,1,-1,0,unknown,0
48,blue-collar,married,194,yes,no,5,62,1,-1,0,unknown,0
29,self-employed,single,1579,no,no,13,190,1,92,5,success,1
24,management,single,66,yes,no,26,109,2,-1,0,unknown,0
55,management,single,430,no,no,29,79,4,-1,0,unknown,0
56,technician,married,1476,no,no,31,40,3,-1,0,unknown,0
42,blue-collar,married,490,yes,no,5,386,2,-1,0,unknown,0
37,technician,married,28,no,no,21,101,2,-1,0,unknown,0
40,admin.,divorced,-607,yes,no,8,328,2,353,2,failure,0
59,management,married,0,yes,no,7,123,3,-1,0,unknown,0
57,management,married,2142,yes,no,6,251,3,-1,0,unknown,0
48,management,single,159,no,no,7,229,1,251,6,success,1
50,entrepreneur,married,78,no,no,4,143,1,-1,0,unknown,0
59,blue-collar,married,2814,no,no,20,81,3,-1,0,unknown,0
31,management,married,927,no,no,18,100,4,-1,0,unknown,0
21,technician,single,519,no,no,4,5,1,-1,0,unknown,0
40,unemployed,married,219,yes,no,17,204,2,196,1,failure,0
37,technician,divorced,1981,yes,no,9,106,1,-1,0,unknown,0
49,services,married,112,no,no,11,97,2,-1,0,unknown,0
38,management,married,8,yes,no,15,17,8,-1,0,unknown,0
33,management,single,76,yes,no,7,256,3,-1,0,unknown,0
30,admin.,single,-548,yes,yes,28,70,2,-1,0,unknown,0
38,blue-collar,married,-388,yes,no,9,412,1,-1,0,unknown,0
52,unemployed,married,-9,no,no,9,123,1,-1,0,unknown,0
40,management,divorced,-78,yes,no,27,67,4,-1,0,unknown,0
37,services,single,54,yes,no,18,328,2,131,1,failure,0
57,blue-collar,married,1316,no,no,28,221,2,182,5,failure,0
46,self-employed,married,548,no,no,12,1181,4,-1,0,unknown,1
52,technician,married,337,yes,no,8,247,1,261,4,failure,0
26,blue-collar,single,419,yes,no,28,94,3,-1,0,unknown,0
36,services,single,9713,yes,no,27,72,3,-1,0,unknown,0
26,student,single,5569,no,no,2,236,1,-1,0,unknown,0
36,entrepreneur,married,1423,yes,no,29,193,1,-1,0,unknown,0
33,blue-collar,married,0,yes,yes,6,155,5,-1,0,unknown,0
35,blue-collar,married,0,yes,yes,8,519,1,-1,0,unknown,0
29,management,single,15459,no,no,26,245,3,97,7,success,0
53,self-employed,married,127,no,no,29,78,2,-1,0,unknown,0
36,services,married,1053,yes,no,30,99,1,259,1,failure,0
50,blue-collar,divorced,149,yes,no,7,74,1,-1,0,unknown,0
49,entrepreneur,married,4976,yes,no,21,105,1,-1,0,unknown,0
30,management,single,1268,no,no,16,73,4,-1,0,unknown,0
39,student,single,1107,yes,no,20,407,4,-1,0,unknown,0
43,technician,single,451,no,no,12,289,2,-1,0,unknown,1
46,admin.,divorced,-637,yes,no,17,153,1,-1,0,unknown,0
58,blue-collar,married,1166,yes,no,12,493,1,-1,0,unknown,0
36,technician,single,140,yes,no,19,100,9,-1,0,unknown,0
51,technician,married,1911,yes,yes,17,394,3,-1,0,unknown,0
40,entrepreneur,divorced,1225,yes,no,11,919,2,-1,0,unknown,0
33,services,married,837,yes,no,28,301,2,-1,0,unknown,0
36,blue-collar,married,512,yes,no,16,343,1,-1,0,unknown,0
58,admin.,married,310,yes,yes,21,75,1,-1,0,unknown,0
30,admin.,single,1249,no,no,8,220,4,-1,0,unknown,0
57,retired,single,0,no,no,18,300,1,-1,0,unknown,0
37,blue-collar,married,1779,yes,no,20,34,3,-1,0,unknown,0
39,technician,single,-168,no,no,4,7,5,-1,0,unknown,0
52,technician,married,0,no,no,14,97,2,-1,0,unknown,0
45,blue-collar,divorced,-69,yes,no,13,118,2,-1,0,unknown,0
26,services,divorced,2,yes,yes,25,22,16,-1,0,unknown,0
40,blue-collar,single,-187,yes,no,5,160,1,-1,0,unknown,0
59,blue-collar,married,-1336,no,yes,7,450,2,-1,0,unknown,0
33,admin.,single,193,no,no,5,132,2,-1,0,unknown,0
28,services,single,6332,yes,no,29,76,4,-1,0,unknown,0
48,technician,married,58,yes,no,12,110,2,-1,0,unknown,0
58,retired,single,1640,no,yes,4,72,6,274,4,failure,0
35,management,married,569,no,no,11,121,3,-1,0,unknown,0
32,technician,single,1094,yes,no,11,207,7,-1,0,unknown,0
40,services,married,256,yes,no,16,95,6,-1,0,unknown,0
38,management,divorced,4335,yes,no,18,157,7,179,1,failure,0
41,management,married,881,no,no,8,75,2,-1,0,unknown,0
45,self-employed,married,35589,no,no,18,570,2,-1,0,unknown,0
49,management,divorced,5223,no,no,4,86,1,-1,0,unknown,0
33,management,single,1530,no,no,28,88,25,-1,0,unknown,0
35,admin.,married,165,no,yes,20,109,1,-1,0,unknown,0
29,admin.,single,3794,no,no,30,249,1,-1,0,unknown,0
34,services,married,184,yes,no,18,87,1,-1,0,unknown,0
40,management,married,-1036,yes,yes,23,41,2,-1,0,unknown,0
46,management,married,144,no,no,22,79,4,-1,0,unknown,0
37,technician,single,3943,no,no,6,1138,2,138,1,failure,1
35,technician,divorced,787,yes,no,5,683,2,-1,0,unknown,0
45,management,married,0,yes,yes,13,147,1,-1,0,unknown,0
41,technician,married,-4,no,no,20,171,6,-1,0,unknown,0
29,technician,married,273,no,no,4,2775,2,-1,0,unknown,1
51,admin.,married,788,yes,no,3,959,6,-1,0,unknown,0
40,blue-collar,married,1451,no,no,30,117,1,121,1,success,1
52,admin.,married,64,no,no,20,9,5,-1,0,unknown,0
37,management,single,198,no,no,20,304,5,-1,0,unknown,0
34,services,married,-451,yes,yes,23,498,1,-1,0,unknown,0
52,blue-collar,married,0,no,no,23,322,3,-1,0,unknown,0
47,management,married,1083,no,no,25,141,4,-1,0,unknown,0
36,self-employed,single,4634,no,no,29,162,1,-1,0,unknown,0
37,management,single,102,yes,no,21,101,2,-1,0,unknown,0
34,self-employed,married,0,no,no,12,117,4,-1,0,unknown,0
38,management,married,1354,yes,no,29,50,2,-1,0,unknown,0
59,retired,divorced,5583,yes,no,30,720,1,-1,0,unknown,1
30,management,single,115,no,no,12,154,2,-1,0,unknown,0
57,housemaid,married,58,no,no,11,510,1,-1,0,unknown,0
41,admin.,married,3634,yes,no,14,216,1,-1,0,unknown,0
53,blue-collar,married,4641,no,no,16,356,2,-1,0,unknown,0
42,blue-collar,married,3,yes,no,20,47,1,190,1,failure,0
28,technician,single,370,yes,no,23,108,5,-1,0,unknown,0
53,blue-collar,married,314,yes,no,28,184,2,-1,0,unknown,0
25,admin.,single,19,no,no,10,133,1,-1,0,unknown,0
52,admin.,divorced,1426,no,no,17,115,1,-1,0,unknown,0
34,services,married,603,yes,yes,21,1409,3,-1,0,unknown,0
35,self-employed,single,271,yes,no,20,68,1,-1,0,unknown,0
37,services,divorced,9,yes,yes,17,411,6,-1,0,unknown,0
76,retired,married,0,no,no,19,170,1,-1,0,unknown,0
30,technician,single,1359,yes,no,27,298,1,-1,0,unknown,0
28,services,single,387,no,no,3,158,5,-1,0,unknown,0
29,technician,married,782,yes,no,16,131,1,-1,0,unknown,0
31,management,married,582,yes,no,15,58,2,-1,0,unknown,0
49,blue-collar,married,816,yes,no,17,76,1,260,7,failure,0
29,technician,single,544,yes,no,13,360,1,-1,0,unknown,0
57,self-employed,married,7747,no,no,7,102,2,-1,0,unknown,0
38,services,single,2253,yes,no,13,937,3,-1,0,unknown,1
51,management,married,108,no,no,18,169,2,-1,0,unknown,0
51,blue-collar,married,0,no,no,30,145,4,-1,0,unknown,0
41,self-employed,single,0,no,no,7,408,1,-1,0,unknown,0
31,blue-collar,single,823,yes,yes,7,208,1,-1,0,unknown,0
52,management,married,25,no,yes,15,170,3,-1,0,unknown,0
36,management,divorced,1057,no,no,19,230,2,164,2,failure,1
